test_id,wp_device_id,test_date,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,connection_type,isp_name,is_isp,network_operator_name,manufacturer,device_name,hardware_version,firmware_version,location_type,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,gmaps_postal_code
75374179,5860833,"2019-09-01 20:11:20","106.76.xxx.xxx",4544,3432,149,"Kottayam","India","IN",9.8069,76.3967,"Asianet Satcom","India","IN","Kerala","KL","Chinnakanal",9.978,77.206,56.4419,8,"Idea Cellular","1","Idea","NOKIA","RM-976_1192","3.0.0.0","02040.00021.15053.36004",1,"Pooppara, Kerala 685619, India","Pooppara","locality","India","IN","Tamil Nadu","Idukki","","685619"
75374182,6047935,"2019-09-01 20:12:07","117.237.xxx.xxx",5374,1612,149,"Barpeta","India","IN",26.3215,90.9820,"ShreeNortheast Connect & Services P. Ltd","India","IN","Assam","AS","Kokrajhar",26.403,90.262,44.9537,8,"BSNL","1","BSNL Mobile","NOKIA","RM-978_1046","3.0.4.0","02040.00021.15053.36003",1,"Kokrajhar, Assam 783370, India","Kokrajhar","locality","India","IN","Assam","Kokrajhar","","783370"
75374183,6047935,"2019-09-01 20:12:21","117.237.xxx.xxx",5374,1612,149,"Barpeta","India","IN",26.3215,90.9820,"ShreeNortheast Connect & Services P. Ltd","India","IN","Assam","AS","Kokrajhar",26.403,90.262,44.9537,8,"BSNL","1","BSNL Mobile","NOKIA","RM-978_1046","3.0.4.0","02040.00021.15053.36003",1,"Kokrajhar, Assam 783370, India","Kokrajhar","locality","India","IN","Assam","Kokrajhar","","783370"
75374185,6047935,"2019-09-01 20:13:00","117.237.xxx.xxx",217,999,133,"Barpeta","India","IN",26.3215,90.9820,"ShreeNortheast Connect & Services P. Ltd","India","IN","Assam","AS","Kokrajhar",26.402,90.263,44.8914,8,"BSNL","1","BSNL Mobile","NOKIA","RM-978_1046","3.0.4.0","02040.00021.15053.36003",1,"Kokrajhar, Assam 783370, India","Kokrajhar","locality","India","IN","Assam","Kokrajhar","","783370"
75374188,5860833,"2019-09-01 20:18:55","106.76.xxx.xxx",1372,0,130,"Kottayam","India","IN",9.8069,76.3967,"Asianet Satcom","India","IN","Kerala","KL","Chinnakanal",9.977,77.205,56.3855,8,"Idea Cellular","1","Idea","NOKIA","RM-976_1192","3.0.0.0","02040.00021.15053.36004",1,"Pooppara, Kerala 685619, India","Pooppara","locality","India","IN","Tamil Nadu","Idukki","","685619"
75374190,1245067,"2019-09-01 20:24:55","178.176.xxx.xxx",12263,18581,115,"Chelyabinsk","Russian Federation","RU",55.1667,61.4000,"Rostelecom","Russia","RU","Chelyabinsk Oblast","CHE","Chelyabinsk",55.148,61.459,2.66983,11,"PJSC MegaFon","1","MegaFon","NOKIA","RM-821_eu_russia_216","8.5.0.0","3051.50009.1451.1008",1,"Chelyabinsk, Chelyabinsk Oblast, Russia","Chelyabinsk","locality","Russia","RU","Chelyabinsk Oblast","gorod Chelyabinsk","","454135"
75374192,3037414,"2019-09-01 20:27:56","186.141.xxx.xxx",4002,1266,82,"Lujan","Argentina","AR",-34.5633,-59.1209,"Fibertel","Argentina","AR","Buenos Aires Province","B","General Rodriguez",-34.602,-58.986,8.13983,8,"Movistar Argentina","1","Movistar","NOKIA","RM-877_lta_lta_266","4.5.0.1","3051.50009.1451.1009",1,"General Rodríguez, Buenos Aires Province, Argentina","General Rodríguez","locality","Argentina","AR","Buenos Aires Province","General Rodríguez Partido","",""
75374200,6035718,"2019-09-01 20:35:12","153.159.xxx.xxx",0,368,236,"Bunkyo","Japan","JP",35.7081,139.7522,"IPA CyberLab","Japan","JP","Tokyo","13","Edogawa",35.700,139.850,5.52233,8,"NTT","1","NTT DOCOMO-NTT DOCOMO","","EveryPhone","1.0","1045.000.001.038",2,"Edogawa, Tokyo, Japan","Edogawa","locality","Japan","JP","Tokyo","","","132-0034"
75374202,6030883,"2019-09-01 20:35:53","188.170.xxx.xxx",4812,3293,63,"Otradnoe","Russia","RU",59.7667,30.7833,"Lentel","Russia","RU","Leningrad Oblast","LEN","Otradnoye",59.757,30.740,1.60393,11,"PJSC MegaFon","1","MegaFon","NOKIA","RM-974_1075","4.1.0.0","02040.00019.14484.24003",1,"Kolpinskiy, Saint Petersburg, Russia","Kolpinskiy","administrative_area_level_3","Russia","RU","Saint Petersburg","gorod Sankt-Peterburg","Kolpinskiy","187330"
75374203,6035718,"2019-09-01 20:35:57","153.159.xxx.xxx",0,369,215,"Bunkyo","Japan","JP",35.7081,139.7522,"IPA CyberLab","Japan","JP","Tokyo","13","Edogawa",35.700,139.850,5.52233,8,"NTT","1","NTT DOCOMO-NTT DOCOMO","","EveryPhone","1.0","1045.000.001.038",2,"Edogawa, Tokyo, Japan","Edogawa","locality","Japan","JP","Tokyo","","","132-0034"
75374205,5843424,"2019-09-01 20:39:42","188.162.xxx.xxx",10827,2617,49,"Novosibirsk","Russian Federation","RU",55.0084,82.9357,"EDINOS","Russia","RU","Novosibirsk Oblast","NVS","Novosibirsk",54.869,83.087,11.3144,8,"Yota","1","Yota","NOKIA","RM-892_eu_belarus_russia_223","0.5.0.1","3051.50009.1451.1006",1,"Novosibirsk, Novosibirsk Oblast, Russia","Novosibirsk","locality","Russia","RU","Novosibirsk Oblast","gorod Novosibirsk","","630055"
75374206,6020342,"2019-09-01 20:43:13","46.114.xxx.xxx",12209,2007,78,"Frankfurt","Germany","DE",50.1109,8.6821,"GTT.net","Germany","DE","Hesse","HE","Frankfurt am Main",50.083,8.644,2.52953,8,"O2 Deutschland","1","Drillisch","Microsoft","RM-1075_1028","2.1.9.2","02177.00000.15184.36001",2,"Frankfurt, Germany","Frankfurt","locality","Germany","DE","Hesse","Darmstadt","","60528"
75374213,1142504,"2019-09-01 20:47:45","114.4.xxx.xxx",547,3934,99,"Bandung","Indonesia","ID",-6.9167,107.6000,"StarNet","Indonesia","ID","West Java","JB","Babakankareo",-6.505,107.564,28.5586,8,"PT Indosat Tbk.","1","INDOSAT","NOKIA","RM-914_apac_indonesia_205","1.5.0.1","3058.50000.1425.0004",1,"Cipeundeuy, Cipeundeuy, Subang Regency, West Java, Indonesia","Cipeundeuy","administrative_area_level_4","Indonesia","ID","West Java","Subang Regency","Cipeundeuy, Cipeundeuy","41272"
75374214,6045957,"2019-09-01 20:50:34","171.253.xxx.xxx",5612,1654,82,"Ho Chi Minh","VN","VN",10.7500,106.6667,"Vietnamobile","Vietnam","VN","Tien Giang","46","Mỹ Tho",10.366,106.408,31.7953,8,"Viettel Group","1","VIETTEL","NOKIA","RM-996_apac_vietnam_200","2.0.0.0","3058.50000.1424.0001",1,"tp. Mỹ Tho, Tiền Giang, Vietnam","tp. Mỹ Tho","locality","Vietnam","VN","Tien Giang","","",""
75374216,5865254,"2019-09-01 20:56:28","178.133.xxx.xxx",19866,3789,62,"Kiev","Ukraine","UA",50.4501,30.5234,"ISP OmegaTelecom","Ukraine","UA","Kyiv city","30","Kyiv",50.505,30.457,4.81207,8,"PrJSC VF UKRAINE","1","VODAFONE UA-MTS UKR","Microsoft","RM-1099_1016","3.0.0.0","02074.00000.15234.28002",1,"Kiev, Ukraine, 02000","Kiev","locality","Ukraine","UA","Kyiv city","Kyiv City","","02000"
75374227,6040758,"2019-09-01 21:23:01","5.173.xxx.xxx",1472,2034,83,"Świdnica","Poland","PL",50.8500,16.4833,"Limonka.pl","Poland","PL","Lower Silesian Voivodeship","DS","Swidnica",50.844,16.492,0.573972,11,"Play","1","PLAY","NOKIA","RM-984_1016","1.0.0.0","02177.00000.15221.30004",1,"58, Poland","Swidnica","locality","Poland","PL","Lower Silesian Voivodeship","Świdnica County","Świdnica","58"
75374228,5992822,"2019-09-01 21:23:08","37.160.xxx.xxx",16966,17637,141,"Perugia","Italy","IT",43.1122,12.3889,"Telecom Italia S.p.A.","Italy","IT","UNKNOWN","??","UNKNOWN",43.147,12.109,14.3089,11,"Iliad Italia","1","Iliad","NOKIA","RM-974_1176","6.1.0.0","02040.00019.14484.24001",2,"Italy","Italy","country","Italy","IT","","","",""
75374230,6040758,"2019-09-01 21:23:42","5.173.xxx.xxx",6423,3180,82,"Świdnica","Poland","PL",50.8500,16.4833,"Limonka.pl","Poland","PL","Lower Silesian Voivodeship","DS","Swidnica",50.844,16.492,0.573972,11,"Play","1","PLAY","NOKIA","RM-984_1016","1.0.0.0","02177.00000.15221.30004",1,"58, Poland","Swidnica","locality","Poland","PL","Lower Silesian Voivodeship","Świdnica County","Świdnica","58"
75374231,5992822,"2019-09-01 21:23:50","37.160.xxx.xxx",21486,14936,156,"Perugia","Italy","IT",43.1122,12.3889,"Telecom Italia S.p.A.","Italy","IT","UNKNOWN","??","UNKNOWN",43.147,12.109,14.3089,11,"Iliad Italia","1","Iliad","NOKIA","RM-974_1176","6.1.0.0","02040.00019.14484.24001",2,"Italy","Italy","country","Italy","IT","","","",""
75374237,5554001,"2019-09-01 21:27:21","62.19.xxx.xxx",30495,7455,116,"Florence","Italy","IT",43.7696,11.2558,"Arcolink by Next.it S.r.l.","Italy","IT","Tuscany","52","Reggello",43.673,11.526,15.0963,11,"Telecom Italia Mobile","1","I TIM","Microsoft","RM-1152_15683","3.0.4.0","01078.00042.16352.50007",1,"Reggello, Metropolitan City of Florence, Italy","Reggello","administrative_area_level_3","Italy","IT","Tuscany","Metropolitan City of Florence","Reggello","50066"
75374244,6043046,"2019-09-01 21:42:11","217.118.xxx.xxx",10470,2423,93,"Penza","Russia","RU",53.2000,45.0167,"Rostelecom","Russia","RU","Penza Oblast","PNZ","Penza",53.195,45.000,0.75053,8,"VimpelCom","1","Beeline","Microsoft","RM-1077_1017","2.1.2.0","02177.00000.15184.36002",2,"Penza, Penza Oblast, Russia","Penza","locality","Russia","RU","Penza Oblast","gorod Penza","","440008"
75374246,6047441,"2019-09-01 21:43:13","46.134.xxx.xxx",15615,2843,84,"Zabrze","Poland","PL",50.3249,18.7857,"Debacom Sp. z o.o.","Poland","PL","Silesian Voivodeship","SL","Zabrze",50.305,18.777,1.37448,11,"Orange mobile","1","ORANGE","NOKIA","RM-984_1016","1.0.0.0","02177.00000.15221.30004",2,"41, Poland","Zabrze","locality","Poland","PL","Silesian Voivodeship","Zabrze","Zabrze","41"
75374248,6047441,"2019-09-01 21:43:42","46.134.xxx.xxx",14847,5333,82,"Zabrze","Poland","PL",50.3249,18.7857,"Debacom Sp. z o.o.","Poland","PL","Silesian Voivodeship","SL","Zabrze",50.305,18.777,1.37448,11,"Orange mobile","1","ORANGE","NOKIA","RM-984_1016","1.0.0.0","02177.00000.15221.30004",2,"41, Poland","Zabrze","locality","Poland","PL","Silesian Voivodeship","Zabrze","Zabrze","41"
75374258,6005681,"2019-09-01 21:49:38","103.249.xxx.xxx",879,2608,150,"Can Tho","Vietnam","VN",10.0452,105.7469,"SPT4","Vietnam","VN","An Giang Province","44","Binh Phu",10.418,105.348,37.4601,8,"Vietnamobile Telecommunications Joint Stock Compan","1","Vietnamobile","NOKIA","RM-914_apac_vietnam_228","1.5.0.1","3058.50000.1425.0002",1,"Hòa Bình Thạnh, Châu Thành District, An Giang Province, Vietnam","Hòa Bình Thạnh","administrative_area_level_3","Vietnam","VN","An Giang","Châu Thành District","Hòa Bình Thạnh",""
75374259,6048539,"2019-09-01 21:52:17","94.254.xxx.xxx",2873,145,82,"Rumia","Poland","PL",54.5833,18.4000,"TYGRYS","Poland","PL","Pomeranian Voivodeship","PM","Mala Piasnica",54.676,18.228,9.3891,11,"Play","1","Multimedia","Microsoft","RM-1154_15817","3.0.6.0","01078.00042.16352.50011",1,"84, Poland","Gmina Puck","administrative_area_level_3","Poland","PL","Pomeranian Voivodeship","Puck County","Gmina Puck","84"
75374261,6047918,"2019-09-01 21:54:56","171.51.xxx.xxx",708,576,150,"Kolkata","India","IN",22.5726,88.3639,"Bharti Airtel Ltd","India","IN","West Bengal","WB","Malda",25.392,88.036,196.149,8,"Bharti Broadband","1","airtel","Microsoft","RM-1141_1000","3.0.0.0","02074.10000.15342.27003",1,"Kaligram, West Bengal, India","Kaligram","locality","India","IN","West Bengal","Malda","","732123"
75374263,5630794,"2019-09-01 21:55:17","188.73.xxx.xxx",11448,1341,78,"Thessaloniki","Greece","GR",40.6500,22.9000,"Cosmote S.A.","Greece","GR","Western Macedonia","C","Kozani",40.313,21.717,66.3948,11,"WIND HELLAS TELECOMMUNICATIONS SA","1","WIND GR ","Microsoft","RM-1085_12742","4.0.1.1","01078.00053.16236.35018",1,"Kozani, Greece","Kozani","administrative_area_level_5","Greece","GR","Ipiros Ditiki Makedonia","Western Macedonia","Kozani, Kozani, Kozani","501 00"
75374264,6047918,"2019-09-01 21:56:29","171.51.xxx.xxx",879,651,203,"Purnea","India","IN",25.7771,87.4753,"Airtech Broadband","India","IN","West Bengal","WB","Malda",25.392,88.036,43.9621,8,"Bharti Broadband","1","airtel","Microsoft","RM-1141_1000","3.0.0.0","02074.10000.15342.27003",1,"Kaligram, West Bengal, India","Kaligram","locality","India","IN","West Bengal","Malda","","732123"
75374266,5857680,"2019-09-01 22:03:46","188.162.xxx.xxx",19422,4828,80,"Stavropol","Russian Federation","RU",45.0500,41.9667,"Kvartal plus","Russia","RU","Ingushetia","IN","Nazran",43.226,44.765,187.628,11,"Yota","1","Yota","NOKIA","RM-821_eu_russia_299","6.5.0.2","3051.50009.1451.1010",2,"Nazran, Ingushetia, Russia","Nazran","locality","Russia","RU","Ingushetia","Nazranovsky District","","386101"
75374267,5882352,"2019-09-01 22:03:52","106.67.xxx.xxx",442,2748,285,"New Delhi","India","IN",28.6100,77.2300,"YMS NETWORKS PVT LTD","India","IN","Delhi","DL","Delhi",28.650,77.237,2.82838,8,"Idea Cellular","1","Idea","Microsoft","RM-1090_1001","3.0.0.0","02074.00000.15234.28006",2,"Delhi, India","Delhi","locality","India","IN","Delhi","North West Delhi","","110006"
75374270,5355922,"2019-09-01 22:05:34","46.134.xxx.xxx",11279,3769,82,"Bielsko-Biala","Poland","PL",49.8225,19.0444,"Simant","Poland","PL","Silesian Voivodeship","SL","Brenna",49.724,18.898,9.44092,11,"Orange mobile","1","ORANGE","Microsoft","RM-1127_15206","2.0.0.0","01078.00042.16352.50024",1,"43, Poland","Brenna","locality","Poland","PL","Silesian Voivodeship","Cieszyn County","Gmina Brenna","43"
75374290,6039194,"2019-09-01 22:25:32","176.93.xxx.xxx",39056,13100,66,"Helsinki","Finland","FI",60.1708,24.9375,"TruongFI","Finland","FI","Uusimaa","18","Helsinki",60.215,24.896,3.42908,11,"DNA Oyj","1","dna","NOKIA","RM-825_eu_finland_290","2.4.3.3","3051.50009.1451.1003",2,"Helsinki, Finland","Helsinki","locality","Finland","FI","Uusimaa","Helsinki","Helsinki","00320"
75374291,6005681,"2019-09-01 22:25:34","103.249.xxx.xxx",1443,1856,248,"Can Tho","Vietnam","VN",10.0452,105.7469,"SPT4","Vietnam","VN","An Giang Province","44","Binh Phu",10.418,105.348,37.4407,8,"Vietnamobile Telecommunications Joint Stock Compan","1","Vietnamobile","NOKIA","RM-914_apac_vietnam_228","1.5.0.1","3058.50000.1425.0002",1,"Hòa Bình Thạnh, Châu Thành District, An Giang Province, Vietnam","Hòa Bình Thạnh","administrative_area_level_3","Vietnam","VN","An Giang","Châu Thành District","Hòa Bình Thạnh",""
75374299,6048483,"2019-09-01 22:29:56","46.133.xxx.xxx",10787,2016,125,"Odessa","Ukraine","UA",46.4667,30.7333,"3ACTABA.NET","Ukraine","UA","Odessa Oblast","51","Kholodna Balka",46.596,30.590,11.2601,8,"PrJSC VF UKRAINE","1","VODAFONE UA","Microsoft","RM-1127_13784","2.0.0.0","01078.00042.16352.50016",1,"Bilyaivs'kyi district, Odessa Oblast, Ukraine","Bilyaivs'kyi district","administrative_area_level_2","Ukraine","UA","Odessa Oblast","Bilyaivs'kyi district","",""
75374301,5760308,"2019-09-01 22:31:42","37.47.xxx.xxx",1245,1906,131,"Pajeczno","Poland","PL",51.1500,19.6022,"Systemy Tele-Informatyczne INGRAM","Poland","PL","Łódź Voivodeship","LD","Rogowiec",51.260,19.326,14.1945,11,"Orange mobile","1","ORANGE","Microsoft","RM-1118_11242","2.1.6.2","01078.00053.16236.35016",1,"Łódź Voivodeship, Poland","Łódź Voivodeship","administrative_area_level_1","Poland","PL","Łódź Voivodeship","","","97"
75374303,6036183,"2019-09-01 22:32:46","188.207.xxx.xxx",37508,7420,78,"Groningen","Netherlands","NL",53.2167,6.5500,"INIT3 B.V.","Netherlands","NL","Groningen","GR","Vierhuizen",53.359,6.299,14.3247,11,"KPN Mobile","1","NL Telfort","Microsoft","RM-1127_15224","3.0.0.1","01078.00042.16352.50030",1,"9975 Vierhuizen, Netherlands","Vierhuizen","locality","Netherlands","NL","Groningen","De Marne","","9975"
75374310,6030883,"2019-09-01 22:39:51","188.170.xxx.xxx",8759,3268,64,"Otradnoe","Russia","RU",59.7667,30.7833,"Lentel","Russia","RU","St Petersburg","SPE","Metallostroy",59.803,30.574,7.71756,11,"PJSC MegaFon","1","MegaFon","NOKIA","RM-974_1075","4.1.0.0","02040.00019.14484.24003",1,"Metallostroy, Saint Petersburg, Russia","Metallostroy","locality","Russia","RU","Saint Petersburg","gorod Sankt-Peterburg","","196641"
75374317,6046785,"2019-09-01 22:47:09","46.211.xxx.xxx",1359,2869,109,"Lviv","Ukraine","UA",49.8333,24.0000,"ASTRA ISP","Ukraine","UA","Lviv Oblast","46","Sambir",49.517,23.194,42.1625,8,"Kyivstar PJSC","1","KYIVSTAR","Microsoft","RM-1099_1016","3.0.0.0","02074.00000.15234.28002",1,"Sambir, Lviv Oblast, Ukraine","Sambir","locality","Ukraine","UA","Lviv Oblast","Sambirs'ka city council","","81400"
75374319,6048480,"2019-09-01 22:53:09","128.124.xxx.xxx",13731,8416,65,"Kiev","Ukraine","UA",50.4501,30.5234,"SkyVision Ukraine","Ukraine","UA","Kyiv city","30","Kyiv",50.454,30.523,0.318708,11,"PrJSC VF UKRAINE","1","VODAFONE UA","NOKIA","RM-892_apac_hong_kong_272","0.5.0.1","3051.50009.1451.1002",2,"Kiev, Ukraine, 02000","Kiev","locality","Ukraine","UA","Kyiv city","Kyiv City","","02000"
75374321,5939507,"2019-09-01 22:54:01","92.184.xxx.xxx",3585,2839,120,"Lyon","France","FR",45.7669,4.8342,"ORANGE FRANCE","France","FR","Bourgogne-Franche-Comte","BFC","Gigny-sur-Saone",46.654,4.953,61.6515,8,"Orange","1","Orange F","Microsoft","RM-1104_12711","2.1.1.2","01078.00053.16236.35035",1,"Gigny-sur-Saône, France","Gigny-sur-Saône","locality","France","FR","Burgundy","Saône-et-Loire","","71240"
75374322,6047309,"2019-09-01 22:55:50","114.142.xxx.xxx",0,1866,151,"Yogyakarta","Indonesia","ID",-7.8014,110.3644,"GMedia Technologies","Indonesia","ID","Central Java","JT","Banjaran Kulon",-7.633,109.704,46.7064,8,"Three Indonesia","1","3","NOKIA","RM-943_apac_indonesia_211","3.0.0.0","3058.50000.1424.0004",1,"Sawangan, Alian, Kabupaten Kebumen, Jawa Tengah, Indonesia","Sawangan","administrative_area_level_5","Indonesia","ID","Central Java","Kebumen Regency","Alian, Sawangan, Sawangan","54352"
75374323,6025428,"2019-09-01 22:57:38","42.108.xxx.xxx",0,709,319,"Pune","India","IN",18.5203,73.8567,"YOU Broadband India Pvt. Ltd","India","IN","Maharashtra","MH","Pune",18.518,73.847,0.59808,8,"Vodafone India","1","Vodafone IN","Microsoft","RM-1090_1001","3.0.0.0","02074.00000.15234.28006",2,"Pune, Maharashtra 411001, India","Pune","locality","India","IN","Maharashtra","Pune","","411030"
75374328,6005681,"2019-09-01 23:04:26","103.249.xxx.xxx",2749,1896,162,"Can Tho","Vietnam","VN",10.0452,105.7469,"SPT4","Vietnam","VN","An Giang Province","44","Binh Phu",10.418,105.348,37.4653,8,"Vietnamobile Telecommunications Joint Stock Compan","1","Vietnamobile","NOKIA","RM-914_apac_vietnam_228","1.5.0.1","3058.50000.1425.0002",1,"Hòa Bình Thạnh, Châu Thành District, An Giang Province, Vietnam","Hòa Bình Thạnh","administrative_area_level_3","Vietnam","VN","An Giang","Châu Thành District","Hòa Bình Thạnh",""
75374329,6005681,"2019-09-01 23:05:15","103.249.xxx.xxx",4196,2210,148,"Can Tho","Vietnam","VN",10.0452,105.7469,"SPT4","Vietnam","VN","An Giang Province","44","Binh Phu",10.418,105.348,37.4653,8,"Vietnamobile Telecommunications Joint Stock Compan","1","Vietnamobile","NOKIA","RM-914_apac_vietnam_228","1.5.0.1","3058.50000.1425.0002",1,"Hòa Bình Thạnh, Châu Thành District, An Giang Province, Vietnam","Hòa Bình Thạnh","administrative_area_level_3","Vietnam","VN","An Giang","Châu Thành District","Hòa Bình Thạnh",""
75374340,4672219,"2019-09-01 23:09:10","158.148.xxx.xxx",2401,3619,78,"Bologna","Italy","IT",44.5000,11.3500,"Telecom Italia S.p.A.","Italy","IT","Emilia-Romagna","45","San Lazzaro di Savena",44.471,11.403,3.29882,8,"Telecom Italia Mobile","1","I TIM","Microsoft","RM-1085_12547","4.0.1.1","01078.00053.16236.35035",1,"San Lazzaro di Savena BO, Italy","San Lazzaro di Savena","locality","Italy","IT","Emilia-Romagna","Metropolitan City of Bologna","San Lazzaro di Savena","40068"
75374342,4672219,"2019-09-01 23:10:20","158.148.xxx.xxx",2997,8220,62,"Bologna","Italy","IT",44.5000,11.3500,"Telecom Italia S.p.A.","Italy","IT","Emilia-Romagna","45","San Lazzaro di Savena",44.471,11.403,3.29882,8,"Telecom Italia Mobile","1","I TIM","Microsoft","RM-1085_12547","4.0.1.1","01078.00053.16236.35035",1,"San Lazzaro di Savena BO, Italy","San Lazzaro di Savena","locality","Italy","IT","Emilia-Romagna","Metropolitan City of Bologna","San Lazzaro di Savena","40068"
75374343,4672219,"2019-09-01 23:11:03","158.148.xxx.xxx",4689,5240,46,"Bologna","Italy","IT",44.5000,11.3500,"Telecom Italia S.p.A.","Italy","IT","Emilia-Romagna","45","San Lazzaro di Savena",44.471,11.403,3.29882,8,"Telecom Italia Mobile","1","I TIM","Microsoft","RM-1085_12547","4.0.1.1","01078.00053.16236.35035",1,"San Lazzaro di Savena BO, Italy","San Lazzaro di Savena","locality","Italy","IT","Emilia-Romagna","Metropolitan City of Bologna","San Lazzaro di Savena","40068"
75374345,4672219,"2019-09-01 23:11:37","158.148.xxx.xxx",4289,2983,93,"Bologna","Italy","IT",44.5000,11.3500,"Telecom Italia S.p.A.","Italy","IT","Emilia-Romagna","45","San Lazzaro di Savena",44.471,11.403,3.29882,8,"Telecom Italia Mobile","1","I TIM","Microsoft","RM-1085_12547","4.0.1.1","01078.00053.16236.35035",1,"San Lazzaro di Savena BO, Italy","San Lazzaro di Savena","locality","Italy","IT","Emilia-Romagna","Metropolitan City of Bologna","San Lazzaro di Savena","40068"
75374348,5857680,"2019-09-01 23:14:22","188.162.xxx.xxx",445,144,83,"Stavropol","Russian Federation","RU",45.0500,41.9667,"Kvartal plus","Russia","RU","Ingushetia","IN","Nazran",43.226,44.765,187.628,11,"Yota","1","Yota","NOKIA","RM-821_eu_russia_299","6.5.0.2","3051.50009.1451.1010",2,"Nazran, Ingushetia, Russia","Nazran","locality","Russia","RU","Ingushetia","Nazranovsky District","","386101"
75374349,5857680,"2019-09-01 23:15:02","188.162.xxx.xxx",863,2008,115,"Stavropol","Russian Federation","RU",45.0500,41.9667,"Kvartal plus","Russia","RU","Ingushetia","IN","Nazran",43.226,44.765,187.628,11,"Yota","1","Yota","NOKIA","RM-821_eu_russia_299","6.5.0.2","3051.50009.1451.1010",2,"Nazran, Ingushetia, Russia","Nazran","locality","Russia","RU","Ingushetia","Nazranovsky District","","386101"
75374355,6048542,"2019-09-01 23:17:34","106.79.xxx.xxx",3613,2064,299,"Jaipur","India","IN",26.9260,75.8235,"EVERDATA TECHNOLOGIES PVT. LTD.","India","IN","Rajasthan","RJ","Jaipur",26.913,75.787,2.36481,8,"Idea Cellular","1","Idea","Microsoft","RM-1090_1001","3.0.0.0","02074.00000.15234.28006",2,"Jaipur, Rajasthan 302001, India","Jaipur","locality","India","IN","Rajasthan","Jaipur","","302006"
75374357,5728687,"2019-09-01 23:18:35","117.246.xxx.xxx",0,622,0,"Bidar","India","IN",17.9149,77.5046,"Ubercore","India","IN","Telangana","TG","Nizamabad",18.653,78.133,65.6663,8,"BSNL","1","BSNL Mobile","NOKIA","RM-1010_1012","3.0.0.1","01061.00074.14474.26001",1,"Pangra, Telangana, India","Pangra","locality","India","IN","Telangana","Nizamabad","","503230"
75374359,5684857,"2019-09-01 23:20:31","46.211.xxx.xxx",3945,1815,328,"Dnepropetrovsk","Ukraine","UA",48.4647,35.0462,"FORSAGE","Ukraine","UA","Dnipropetrovsk Oblast","12","Dnipro",48.419,35.054,3.17233,8,"Kyivstar PJSC","1","KYIVSTAR","Microsoft","RM-1090_1010","3.0.0.0","02074.00000.15234.28006",1,"Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine","Dnepropetrovsk","locality","Ukraine","UA","Dnipropetrovsk Oblast","Dnipropetrovs'ka city council","","49000"
75374361,6035740,"2019-09-01 23:22:00","119.160.xxx.xxx",1975,385,182,"Karachi","Pakistan","PK",24.8667,67.0500,"WanCom (Pvt) Ltd.","Pakistan","PK","Sindh","SD","Karachi",24.904,67.081,3.27434,8,"Mobilink Mobile Internet","1","Mobilink","Microsoft","RM-1099_1014","3.0.0.0","02074.00000.15234.28004",2,"Karachi, Pakistan","Karachi","locality","Pakistan","PK","Sindh","Karachi District","",""
75374365,6048543,"2019-09-01 23:24:28","37.162.xxx.xxx",25139,5226,109,"Perugia","Italy","IT",43.1122,12.3889,"Telecom Italia S.p.A.","Italy","IT","UNKNOWN","??","UNKNOWN",43.147,12.109,14.3089,11,"Iliad Italia","1","Iliad","Microsoft","RM-1104_11210","2.1.1.2","01078.00053.16236.35035",2,"Italy","Italy","country","Italy","IT","","","",""
75374367,6034821,"2019-09-01 23:26:48","213.233.xxx.xxx",4702,1570,78,"Cluj-Napoca","Romania","RO",46.7712,23.6236,"NETVEILLANCE","Romania","RO","Cluj County","CJ","Cluj-Napoca",46.766,23.600,1.16057,8,"Vodafone Romania","1","Vodafone RO","Microsoft","RM-1104_13749","2.1.1.2","01078.00053.16236.35009",2,"Cluj-Napoca, Romania","Cluj-Napoca","locality","Romania","RO","Cluj County","Cluj - Napoca","",""
75374368,6048544,"2019-09-01 23:26:50","176.77.xxx.xxx",206,43,294,"Budapest","Hungary","HU",47.5000,19.0500,"Telenor Hungary","Hungary","HU","Budapest","BU","Budapest",47.497,19.079,1.36919,6,"Telenor Hungary","1","Telenor HU","Microsoft","RM-1069_1023","1.0.0.0","02074.00000.15234.28003",2,"Budapest, Hungary","Budapest","locality","Hungary","HU","Budapest","Budapest","","1081"
75374370,6042294,"2019-09-01 23:27:15","217.118.xxx.xxx",10267,8420,64,"Saint Petersburg","Russian Federation","RU",59.9333,30.3333,"MTS OJSC","Russia","RU","St Petersburg","SPE","St Petersburg",59.898,30.261,3.47225,11,"VimpelCom","1","Beeline","NOKIA","RM-821_apac_singapore_293","6.5.0.0","3051.50009.1451.1031",2,"St Petersburg, Russia","Saint Petersburg","locality","Russia","RU","Saint Petersburg","gorod Sankt-Peterburg","","198099"
